80 0,626914 2 4 595 2897
80 0,114278 1 4 0 498
80 0,121042 1 3 0 1461
80 0,242648 4 8 726 8689
80 0,230256 8 10 1042 11585
80 0,536972 1 2 0 1039
80 1,066179 5 7 706 7386
80 241,800735 65 44 21698 32681
80 0,578041 2 4 595 2897
80 0,100944 1 2 0 1061
80 0,098568 1 3 0 483
80 0,137681 3 5 578 5793
80 0,531699 1 2 0 1039
80 0,188057 3 5 726 5793
80 1,100358 4 7 706 7386
139 0,020773 7 6 592 606
139 0,007114 1 0 0 0
445 0,023285 1 2 0 6
80 0,583178 2 4 595 2897
80 0,111772 1 2 0 1058
80 0,108774 1 4 0 480
80 0,172730 7 7 578 8689
80 0,108806 2 5 726 2897
80 0,497769 2 3 549 1574
80 1,488519 2 2 623 654
80 0,492701 2 4 616 1842
80 17,430735 10 15 530 17534
80 0,430060 1 2 0 1215
80 0,603278 2 4 595 2897
80 0,094942 1 4 0 1436
80 0,517095 1 2 0 712
80 0,521838 1 2 0 1039
80 1,395399 7 7 806 8689
80 1,019986 7 10 706 11731
80 0,571837 2 4 595 2897
80 0,118661 1 2 0 1062
80 0,109931 2 4 578 3759
80 0,529247 1 2 0 1039
80 1,310743 1 3 0 1
80 0,189547 4 8 726 7241
80 1,045352 5 7 706 7386
139 0,025254 9 8 957 765
80 15,005365 2 2 151 244
80 0,447009 2 4 612 1784
80 17,200724 11 17 526 20604
80 0,553422 2 4 595 2897
80 1,527963 1 3 0 1
80 0,140870 4 9 726 8689
80 3,694898 1 2 0 615
80 0,473156 2 4 619 1976
80 0,166552 1 2 0 869
80 0,078705 1 3 0 2657
80 400,943604 102 60 36651 37806
139 0,002238 1 0 0 0
445 0,030491 1 2 0 6
139 0,021841 7 6 591 343
80 15,009875 2 2 151 244
80 0,559760 2 4 595 2897
80 0,091214 1 2 0 1
80 0,090286 1 3 0 483
80 0,099478 9 4 684 2897
80 0,160425 3 7 726 5793
80 0,534955 1 2 0 637
80 0,567293 2 4 595 2897
80 0,072957 1 3 0 1461
80 0,067281 1 4 0 480
80 0,110868 3 6 726 4345
80 0,087767 6 10 1039 11585
80 0,514765 1 2 0 1039
80 1,019593 5 7 706 7386
80 0,434355 1 3 0 1223
139 0,002009 1 0 0 0
445 0,019134 1 2 0 6
3128 6,831752 1 2 0 1407
139 41,365871 10 8 957 761
80 320,270844 93 22 30516 11842
80 0,189961 1 3 0 746
80 0,239509 4 8 611 7241
80 0,122147 1 3 0 2173
80 0,222643 3 3 1418 514
80 0,470492 1 3 0 201
80 0,300538 1 2 0 231
80 2,018063 9 12 929 14481
80 4,450306 1 2 0 918
80 0,744596 2 3 594 2792
80 1,663604 5 9 747 10137
80 0,111464 1 3 0 1436
80 0,177803 5 7 805 5793
80 0,297667 1 3 0 562
80 0,551631 1 2 0 1039
80 0,297755 1 3 0 164
80 1,066473 5 7 706 7386
80 17,232714 5 7 1504 5709
80 0,598997 2 4 595 2897
80 0,117838 1 4 0 480
80 0,114964 2 1 644 1
80 0,248498 6 9 578 11585
139 0,022707 7 6 592 606
80 3,142639 3 6 726 4345
80 3,523338 1 2 0 673
80 0,559971 2 4 595 2897
80 0,109185 1 4 0 1436
80 0,116766 5 7 806 5793
80 0,513198 1 2 0 642
80 0,510942 1 2 0 615
80 0,586721 2 4 595 2897
80 0,104231 1 4 0 484
80 0,529701 1 2 0 644
80 0,527192 1 2 0 684
80 1,564925 3 5 548 4470
80 0,223730 4 8 726 7241
139 0,011668 8 8 1017 830
445 4,614968 5 3 743 412
80 0,548347 1 4 0 2792
80 0,288348 1 3 0 562
80 0,525048 1 2 0 673
80 0,305715 1 3 0 164
80 0,108812 1 4 0 480
80 0,170527 3 7 726 5793
139 600,146973 11 11 1506 958
139 0,002250 1 0 0 0
139 0,008417 1 1 72 1
445 0,037210 1 2 0 6
139 0,010718 1 1 72 1
139 0,007610 1 1 72 1
80 1,405149 2 4 595 2897
80 0,101904 1 2 0 1066
80 0,101426 1 4 0 480
80 0,176531 3 6 578 7241
80 0,518471 1 2 0 613
80 9,201468 10 10 726 13033
80 6,205024 2 0 727 0
80 0,409717 2 1 207 1
80 0,419330 3 2 298 1
80 0,427224 2 2 243 1
80 0,423019 2 1 243 1
80 0,414542 3 2 377 1
80 3,201551 2 2 243 1
80 0,412456 3 2 298 1
80 0,424435 2 3 243 1
80 0,415167 3 2 281 1
80 0,432531 2 1 243 1
80 3,423165 3 2 287 1
80 2,529723 2 2 243 1
80 0,419923 3 2 552 1
80 0,419602 2 2 243 230
80 0,400267 3 2 337 1
80 0,410143 2 2 243 1
80 0,430559 3 1 297 1
80 0,443087 2 2 243 1
80 6,212558 4 3 307 173
139 120,046379 1 12 72 5
80 0,532836 1 2 0 671
80 1,063184 4 6 549 5918
80 6,488012 4 4 595 2897
80 3,496313 2 0 596 0
80 3,108694 1 2 0 973
80 0,120419 1 4 0 480
80 0,243220 5 7 578 10137
80 0,174662 2 5 726 2897
80 40,768017 4 4 1263 443
80 0,130018 1 2 0 1
80 4,140133 3 4 595 2897
80 0,083168 1 3 0 480
80 0,527028 1 2 0 1039
80 0,150388 3 6 726 4345
80 2,244916 7 6 706 11585
80 89,073906 3 5 243 1
139 64,223724 21 17 2432 1661
139 0,019691 7 6 591 343
80 15,002915 2 2 151 244
80 0,581768 2 4 595 2897
80 0,091325 1 4 0 480
80 0,093156 1 3 0 479
80 0,285276 1 3 0 560
80 0,156790 3 5 726 4345
80 0,106625 1 5 0 1565
80 0,291196 1 3 0 164
80 0,586080 2 4 595 2897
80 0,116297 1 2 0 480
80 0,116463 1 2 0 520
80 0,540828 1 2 0 557
80 1,514892 3 6 726 5793
80 3,079046 2 5 726 1565
80 0,084714 3 0 727 0
139 0,105711 8 8 1007 765
80 0,567192 2 4 595 2897
80 0,113783 2 3 778 1
80 0,115790 1 4 0 479
80 0,309094 1 3 0 562
80 0,329462 8 9 726 14481
80 0,284530 1 3 0 164
80 1,452494 2 4 726 1449
139 0,001566 1 0 0 0
139 0,008354 2 1 72 1
80 3,218695 4 3 595 4345
80 0,071509 1 2 0 1077
80 0,070048 1 4 0 480
80 0,158642 9 10 582 13033
80 0,125347 2 5 726 2897
80 0,504323 1 2 0 1039
80 1,309743 7 10 706 11731
80 3,451987 1 3 0 2792
80 0,292197 1 3 0 164
80 0,119157 1 4 0 498
80 0,539991 1 2 0 686
80 3,661181 2 2 600 562
80 1,482303 7 8 726 10137
80 4,480048 2 0 727 0
139 0,002612 1 0 0 0
139 0,006986 2 1 72 1
80 0,767965 2 4 595 2897
80 0,119849 1 2 0 1461
80 0,198324 6 8 1042 8689
80 0,522697 1 2 0 1039
80 1,069124 5 7 706 7386
80 0,113497 2 4 778 1436
80 3,109039 2 0 779 0
80 0,155720 4 5 806 4345
80 0,439336 1 3 0 1198
80 0,581078 2 4 595 2897
80 0,124814 1 3 0 483
80 0,161768 3 7 725 5793
80 0,535935 1 2 0 615
80 0,536753 1 2 0 677
80 0,549541 2 4 595 2897
80 0,120899 1 4 0 498
80 0,536854 1 2 0 684
80 1,419798 6 9 726 11585
80 0,548874 1 1 0 676
80 1,341182 7 8 547 10263
80 0,121463 1 2 0 869
80 0,226040 6 5 582 5793
80 0,534069 1 2 0 1039
80 3,081270 2 4 595 2897
80 0,109151 1 4 0 484
80 1,331129 9 4 706 3043
139 0,017956 9 8 949 765
80 1,439309 6 8 726 8689
80 0,655678 2 4 595 2897
80 0,110370 1 4 0 480
80 0,162220 3 7 726 5793
80 0,533988 1 2 0 702
80 0,534969 1 2 0 686
80 4,040771 4 6 547 5918
80 0,585538 2 4 595 2897
80 0,491807 1 2 0 676
80 0,495710 1 2 0 686
80 0,128226 1 4 0 1436
80 0,172180 5 6 806 4345
139 0,052843 1 0 0 0
445 2,213972 1 3 0 6
445 0,085831 1 2 0 6
80 0,606735 4 3 595 1449
80 0,549288 1 2 0 672
80 0,547348 1 2 0 657
80 3,112792 1 4 0 483
80 1,525438 4 7 726 8689
80 15,118160 2 4 151 244
80 0,573569 2 4 595 2897
80 0,120773 1 4 0 498
80 0,114963 1 4 0 484
80 0,294707 1 3 0 562
80 0,244121 4 8 726 7241
80 1,483303 7 9 726 11585
80 0,662584 1 2 0 164
139 0,114998 9 8 957 765
139 0,003973 1 0 0 0
139 0,008676 2 1 72 1
139 0,007147 2 1 72 1
80 0,580165 2 4 595 2897
80 0,119484 1 4 0 1436
80 0,528705 1 2 0 557
80 0,178878 5 5 806 2897
80 0,525019 1 2 0 664
80 4,075557 5 8 549 8814
80 0,559332 1 4 0 2792
80 0,308719 1 3 0 562
80 0,524549 3 1 622 1
80 0,292244 1 3 0 164
80 1,624905 11 10 704 18971
80 0,109809 2 3 778 483
80 3,109824 2 0 779 0
80 227,931839 70 21 23765 15217
80 0,139335 4 9 611 8689
80 0,076660 1 3 0 2173
80 0,120706 1 2 0 201
80 0,344742 1 3 0 746
80 0,283199 2 5 745 1896
80 0,280923 1 3 0 231
80 1,191074 1 3 0 918
80 1,258735 6 12 923 10137
80 0,712022 2 4 594 2897
80 0,116425 1 3 0 484
80 0,543264 1 2 0 670
80 0,539870 1 2 0 686
80 0,806891 2 4 546 3022
80 1,497345 6 8 725 8689
80 3,114227 6 9 763 10137
80 0,463850 2 4 615 1776
80 1,729655 2 4 595 2897
80 77,045662 2 3 592 262
80 0,121258 1 4 0 480
80 0,235139 5 10 726 10137
80 0,538807 1 2 0 1039
80 0,539556 1 2 0 1036
80 1,072593 5 9 702 10283
80 1,350472 7 10 706 11731
80 21,402182 2 3 619 217
80 1,207446 5 4 628 2897
80 0,590895 2 4 595 2897
80 0,115477 1 2 0 1
80 0,089367 1 4 0 1436
80 0,167270 5 7 806 5793
80 0,525133 1 2 0 1039
80 1,066952 5 7 706 7386
80 0,602126 2 4 595 2897
80 0,100536 1 4 0 483
80 0,112195 1 4 0 484
80 0,297912 1 3 0 562
80 0,190414 3 7 726 5793
80 0,289929 1 3 0 164
80 0,836726 3 5 628 4345
80 0,160877 5 8 726 7241
